Subject,Day,Stored68,Price68,Sold68,Predicted68,Stored67,Price67,Sold67,Predicted67,Stored66,Price66,Sold66,Predicted66,Stored65,Price65,Sold65,Predicted65,Stored64,Price64,Sold64,Predicted64,Stored63,Price63,Sold63,Predicted63,Stored62,Price62,Sold62,Predicted62,Stored61,Price61,Sold61,Predicted61,Stored60,Price60,Sold60,Predicted60,Stored59,Price59,Sold59,Predicted59,Stored58,Price58,Sold58,Predicted58,Stored57,Price57,Sold57,Predicted57,Stored56,Price56,Sold56,Predicted56,Stored55,Price55,Sold55,Predicted55,Stored54,Price54,Sold54,Predicted54,Stored53,Price53,Sold53,Predicted53,Stored52,Price52,Sold52,Predicted52,Stored51,Price51,Sold51,Predicted51,Stored50,Price50,Sold50,Predicted50,Stored49,Price49,Sold49,Predicted49,Stored48,Price48,Sold48,Predicted48,Stored47,Price47,Sold47,Predicted47,Stored46,Price46,Sold46,Predicted46,Stored45,Price45,Sold45,Predicted45,Stored44,Price44,Sold44,Predicted44,Stored43,Price43,Sold43,Predicted43,Stored42,Price42,Sold42,Predicted42,Stored41,Price41,Sold41,Predicted41,Stored40,Price40,Sold40,Predicted40,Stored39,Price39,Sold39,Predicted39,Stored38,Price38,Sold38,Predicted38,Stored37,Price37,Sold37,Predicted37,Stored36,Price36,Sold36,Predicted36,Stored35,Price35,Sold35,Predicted35,Stored34,Price34,Sold34,Predicted34,Stored33,Price33,Sold33,Predicted33,Stored32,Price32,Sold32,Predicted32,Stored31,Price31,Sold31,Predicted31,Stored30,Price30,Sold30,Predicted30,Stored29,Price29,Sold29,Predicted29,Stored28,Price28,Sold28,Predicted28,Stored27,Price27,Sold27,Predicted27,Stored26,Price26,Sold26,Predicted26,Stored25,Price25,Sold25,Predicted25,Stored24,Price24,Sold24,Predicted24,Stored23,Price23,Sold23,Predicted23,Stored22,Price22,Sold22,Predicted22,Stored21,Price21,Sold21,Predicted21,Stored20,Price20,Sold20,Predicted20,Stored19,Price19,Sold19,Predicted19,Stored18,Price18,Sold18,Predicted18,Stored17,Price17,Sold17,Predicted17,Stored16,Price16,Sold16,Predicted16,Stored15,Price15,Sold15,Predicted15,Stored14,Price14,Sold14,Predicted14,Stored13,Price13,Sold13,Predicted13,Stored12,Price12,Sold12,Predicted12,Stored11,Price11,Sold11,Predicted11,Stored10,Price10,Sold10,Predicted10,Stored9,Price9,Sold9,Predicted9,Stored8,Price8,Sold8,Predicted8,Stored7,Price7,Sold7,Predicted7,Stored6,Price6,Sold6,Predicted6,Stored5,Price5,Sold5,Predicted5,Stored4,Price4,Sold4,Predicted4,Stored3,Price3,Sold3,Predicted3,Stored2,Price2,Sold2,Predicted2,Stored1,Price1,Sold1,Predicted1,OEHold,OHold,OESold,OSold,MSold,Diff,Tot,Tot0,MDev,MDev0
17, ,5,9,0,0,6,5,0,0,6,7,0,0,7,13,7,7,2,7,0,0,3,2,0,0,5,4,0,0,7,10,0,0,7,6,0,0,8,5,0,0,9,9,0,0,10,8,0,0,12,3,0,0,13,4,0,0,15,6,0,0,16,7,0,0,18,5,0,0,20,8,0,0,22,4,0,0,24,4,0,0,26,12,26,26,3,9,0,0,4,4,0,0,4,5,0,0,5,1,0,0,6,4,0,0,8,7,0,0,9,5,0,0,11,11,11,11,1,8,0,0,1,9,1,0,1,6,0,0,3,4,0,0,3,3,0,0,5,10,5,0,1,3,0,0,2,8,0,0,4,5,0,0,4,2,0,0,6,4,0,0,7,7,0,0,8,15,8,8,1,3,0,0,1,8,0,0,2,3,0,0,3,4,0,0,5,1,0,0,6,7,0,0,8,8,0,0,9,4,0,0,11,5,0,0,12,7,0,0,14,5,0,0,15,3,0,0,16,12,16,16,2,6,0,0,3,5,0,0,5,7,0,0,6,9,6,0,2,3,0,0,3,3,0,0,4,8,4,0,0,3,0,0,1,5,0,0,2,10,2,2,1,6,1,0,1,4,0,0,3,6,3,3,56,56,7,12,63,17,67,5,0.253731343,3.4
18, ,5,9,3,0,3,5,0,0,3,7,0,0,4,13,3,4,3,7,0,0,4,2,0,0,6,4,0,0,8,10,4,0,4,6,0,0,5,5,0,0,6,9,0,0,7,8,0,0,9,3,0,0,10,4,0,0,12,6,0,0,13,7,0,0,15,5,0,0,17,8,0,0,19,4,0,0,21,4,0,0,23,12,18,23,6,9,2,0,5,4,0,0,5,5,0,0,6,1,0,0,7,4,0,0,9,7,0,0,10,5,0,0,12,11,10,12,3,8,0,0,3,9,0,0,4,6,0,0,6,4,0,0,6,3,0,0,8,10,4,0,5,3,0,0,6,8,0,0,8,5,0,0,8,2,0,0,10,4,0,0,11,7,0,0,12,15,12,12,1,3,0,0,1,8,0,0,2,3,0,0,3,4,0,0,5,1,0,0,6,7,0,0,8,8,0,0,9,4,0,0,11,5,0,0,12,7,0,0,14,5,0,0,15,3,0,0,16,12,15,16,3,6,0,0,4,5,0,0,6,7,0,0,7,9,4,0,5,3,0,0,6,3,0,0,7,8,4,0,3,3,0,0,4,5,0,0,5,10,5,5,1,6,0,0,2,4,0,0,4,6,4,4,55,55,7,13,58,30,68,10,0.441176471,3
19, ,5,9,0,0,6,5,0,0,6,7,0,0,7,13,7,7,2,7,0,0,3,2,0,0,5,4,0,0,7,10,2,7,5,6,0,0,6,5,0,0,7,9,0,0,8,8,0,0,10,3,0,0,11,4,0,0,13,6,0,0,14,7,0,0,16,5,0,0,18,8,0,0,20,4,0,0,22,4,0,0,24,12,20,24,5,9,0,0,6,4,0,0,6,5,0,0,7,1,0,0,8,4,0,0,10,7,0,0,11,5,0,0,13,11,13,13,1,8,0,0,1,9,1,0,1,6,0,0,3,4,0,0,3,3,0,0,5,10,5,5,1,3,0,0,2,8,0,0,4,5,0,0,4,2,0,0,6,4,0,0,7,7,0,0,8,15,8,8,1,3,0,0,1,8,0,0,2,3,0,0,3,4,0,0,5,1,0,0,6,7,0,0,8,8,0,0,9,4,0,0,11,5,0,0,12,7,2,0,12,5,0,0,13,3,0,0,14,12,14,14,2,6,0,0,3,5,0,0,5,7,0,0,6,9,6,0,2,3,0,0,3,3,0,0,4,8,4,0,0,3,0,0,1,5,0,0,2,10,1,2,2,6,0,0,3,4,0,0,5,6,5,5,55,55,9,13,61,23,67,7,0.343283582,3.285714286
20, ,5,9,3,0,3,5,0,0,3,7,0,0,4,13,4,4,2,7,0,0,3,2,0,0,5,4,0,0,7,10,0,0,7,6,0,0,8,5,0,0,9,9,0,0,10,8,0,0,12,3,0,0,13,4,0,0,15,6,0,0,16,7,0,0,18,5,0,0,20,8,0,0,22,4,0,0,24,4,0,0,26,12,26,26,3,9,1,0,3,4,0,0,3,5,0,0,4,1,0,0,5,4,0,0,7,7,0,0,8,5,0,0,10,11,10,10,1,8,0,0,1,9,0,0,2,6,0,0,4,4,0,0,4,3,0,0,6,10,3,0,4,3,0,0,5,8,3,0,4,5,0,0,4,2,0,0,6,4,0,0,7,7,0,0,8,15,8,8,1,3,0,0,1,8,0,0,2,3,0,0,3,4,0,0,5,1,0,0,6,7,0,0,8,8,0,0,9,4,0,0,11,5,0,0,12,7,0,0,14,5,0,0,15,3,0,0,16,12,16,16,2,6,0,0,3,5,0,0,5,7,0,0,6,9,6,0,2,3,0,0,3,3,0,0,4,8,4,0,0,3,0,0,1,5,0,0,2,10,2,2,1,6,1,0,1,4,0,0,3,6,3,3,54,54,7,14,61,21,67,7,0.313432836,3
21, ,5,9,3,0,3,5,1,0,2,7,0,0,3,13,3,3,2,7,0,0,3,2,0,0,5,4,0,0,7,10,5,7,2,6,0,0,3,5,0,0,4,9,1,0,4,8,0,0,6,3,0,0,7,4,0,0,9,6,0,0,10,7,0,0,12,5,0,0,14,8,0,0,16,4,0,0,18,4,0,0,20,12,20,20,3,9,1,0,3,4,0,0,3,5,0,0,4,1,0,0,5,4,0,0,7,7,1,0,7,5,0,0,9,11,9,9,1,8,0,0,1,9,1,0,1,6,0,0,3,4,0,0,3,3,0,0,5,10,5,5,1,3,0,0,2,8,0,0,4,5,0,0,4,2,0,0,6,4,0,0,7,7,0,0,8,15,8,8,1,3,0,0,1,8,0,0,2,3,0,0,3,4,0,0,5,1,0,0,6,7,0,0,8,8,0,0,9,4,0,0,11,5,0,0,12,7,0,0,14,5,0,0,15,3,0,0,16,12,16,16,2,6,0,0,3,5,0,0,5,7,0,0,6,9,0,0,8,3,0,0,9,3,0,0,10,8,0,0,10,3,0,0,11,5,0,0,12,10,12,12,1,6,0,0,2,4,0,0,4,6,4,4,53,53,9,15,61,10,68,7,0.147058824,1.428571429
22, ,5,9,2,5,4,5,0,0,4,7,0,0,5,13,5,5,2,7,0,0,3,2,0,0,5,4,0,0,7,10,7,7,0,6,0,0,1,5,0,0,2,9,2,2,1,8,0,0,3,3,0,0,4,4,0,0,6,6,0,0,7,7,0,0,9,5,0,0,11,8,0,0,13,4,0,0,15,4,0,0,17,12,17,17,3,9,1,3,3,4,0,0,3,5,0,0,4,1,0,0,5,4,0,0,7,7,0,0,8,5,0,0,10,11,10,10,1,8,0,0,1,9,1,1,1,6,0,0,3,4,0,0,3,3,0,0,5,10,5,5,1,3,0,0,2,8,0,0,4,5,0,0,4,2,0,0,6,4,0,0,7,7,0,0,8,15,8,8,1,3,0,0,1,8,0,0,2,3,0,0,3,4,0,0,5,1,0,0,6,7,0,0,8,8,0,0,9,4,0,0,11,5,0,0,12,7,0,0,14,5,0,0,15,3,0,0,16,12,16,16,2,6,0,0,3,5,0,0,5,7,0,0,6,9,6,6,2,3,0,0,3,3,0,0,4,8,4,0,0,3,0,0,1,5,0,0,2,10,2,2,1,6,0,0,2,4,0,0,4,6,4,4,53,53,14,15,65,9,66,3,0.136363636,3
23, ,5,9,2,0,4,5,0,0,4,7,0,0,5,13,3,5,4,7,0,0,5,2,0,0,7,4,0,0,9,10,3,0,6,6,0,0,7,5,0,0,8,9,2,0,7,8,0,0,9,3,0,0,10,4,0,0,12,6,0,0,13,7,2,0,13,5,0,0,15,8,3,0,14,4,0,0,16,4,0,0,18,12,5,0,14,9,2,0,13,4,0,0,13,5,0,0,14,1,0,0,15,4,0,0,17,7,0,0,18,5,0,0,20,11,5,0,16,8,0,0,16,9,0,0,17,6,0,0,19,4,0,0,19,3,0,0,21,10,5,0,17,3,0,0,18,8,0,0,20,5,0,0,20,2,0,0,22,4,0,0,23,7,0,0,24,15,20,24,5,3,0,0,5,8,0,0,6,3,0,0,7,4,0,0,9,1,0,0,10,7,0,0,12,8,0,0,13,4,0,0,15,5,0,0,16,7,0,0,18,5,0,0,19,3,0,0,20,12,8,20,14,6,0,0,15,5,0,0,17,7,0,0,18,9,0,0,20,3,0,0,21,3,0,0,22,8,3,0,19,3,0,0,20,5,0,0,21,10,12,21,10,6,0,0,11,4,0,0,13,6,13,13,53,53,5,15,54,59,68,14,0.867647059,4.214285714
24, ,5,9,3,0,3,5,0,0,3,7,0,0,4,13,3,4,3,7,0,0,4,2,0,0,6,4,0,0,8,10,0,0,8,6,0,0,9,5,0,0,10,9,5,0,6,8,2,0,6,3,0,0,7,4,0,0,9,6,0,0,10,7,2,0,10,5,0,0,12,8,7,0,7,4,0,0,9,4,0,0,11,12,11,11,3,9,0,0,4,4,0,0,4,5,0,0,5,1,0,0,6,4,0,0,8,7,0,0,9,5,0,0,11,11,11,11,1,8,0,0,1,9,0,0,2,6,0,0,4,4,0,0,4,3,0,0,6,10,0,0,7,3,0,0,8,8,0,0,10,5,0,0,10,2,0,0,12,4,0,0,13,7,0,0,14,15,14,14,1,3,0,0,1,8,0,0,2,3,0,0,3,4,0,0,5,1,0,0,6,7,0,0,8,8,0,0,9,4,0,0,11,5,0,0,12,7,0,0,14,5,0,0,15,3,0,0,16,12,16,16,2,6,0,0,3,5,0,0,5,7,0,0,6,9,6,0,2,3,0,0,3,3,0,0,4,8,4,0,0,3,0,0,1,5,0,0,2,10,2,2,1,6,1,0,1,4,0,0,3,6,3,3,53,53,7,15,59,31,67,9,0.462686567,3.444444444
25, ,5,9,3,0,3,5,0,0,3,7,1,0,3,13,2,3,3,7,1,0,3,2,0,0,5,4,0,0,7,10,5,7,2,6,0,0,3,5,0,0,4,9,2,0,3,8,1,0,4,3,0,0,5,4,0,0,7,6,2,0,6,7,0,0,8,5,0,0,10,8,0,0,12,4,0,0,14,4,0,0,16,12,12,16,5,9,2,0,4,4,0,0,4,5,0,0,5,1,0,0,6,4,0,0,8,7,0,0,9,5,0,0,11,11,10,11,2,8,0,0,2,9,0,0,3,6,0,0,5,4,0,0,5,3,0,0,7,10,5,7,3,3,0,0,4,8,0,0,6,5,0,0,6,2,0,0,8,4,0,0,9,7,0,0,10,15,10,10,1,3,0,0,1,8,0,0,2,3,0,0,3,4,0,0,5,1,0,0,6,7,0,0,8,8,0,0,9,4,0,0,11,5,0,0,12,7,0,0,14,5,0,0,15,3,0,0,16,12,14,16,4,6,0,0,5,5,0,0,7,7,0,0,8,9,0,0,10,3,0,0,11,3,0,0,12,8,0,0,12,3,0,0,13,5,0,0,14,10,12,14,3,6,0,0,4,4,0,0,6,6,6,6,52,52,9,16,54,26,68,14,0.382352941,1.857142857
26, ,5,9,3,0,3,5,2,0,1,7,0,0,2,13,2,2,2,7,0,0,3,2,0,0,5,4,0,0,7,10,4,7,3,6,0,0,4,5,0,0,5,9,3,0,3,8,0,0,5,3,0,0,6,4,0,0,8,6,2,0,7,7,0,0,9,5,0,0,11,8,4,0,9,4,0,0,11,4,0,0,13,12,8,13,6,9,0,0,7,4,0,0,7,5,0,0,8,1,0,0,9,4,0,0,11,7,0,0,12,5,0,0,14,11,8,14,7,8,0,0,7,9,0,0,8,6,0,0,10,4,0,0,10,3,0,0,12,10,6,12,7,3,0,0,8,8,0,0,10,5,0,0,10,2,0,0,12,4,0,0,13,7,0,0,14,15,13,14,2,3,0,0,2,8,0,0,3,3,0,0,4,4,0,0,6,1,0,0,7,7,0,0,9,8,3,0,7,4,0,0,9,5,0,0,10,7,0,0,12,5,0,0,13,3,0,0,14,12,12,14,4,6,0,0,5,5,0,0,7,7,0,0,8,9,6,0,4,3,0,0,5,3,0,0,6,8,0,0,6,3,0,0,7,5,0,0,8,10,4,8,5,6,0,0,6,4,0,0,8,6,8,8,52,52,9,16,54,50,68,14,0.735294118,3.571428571
27, ,5,9,0,5,6,5,0,0,6,7,0,0,7,13,7,7,2,7,0,0,3,2,0,0,5,4,0,0,7,10,7,7,0,6,0,0,1,5,0,0,2,9,2,2,1,8,0,0,3,3,0,0,4,4,0,0,6,6,0,0,7,7,0,0,9,5,0,0,11,8,11,0,2,4,0,0,4,4,0,0,6,12,4,6,3,9,3,3,1,4,0,0,1,5,0,0,2,1,0,0,3,4,0,0,5,7,0,0,6,5,0,0,8,11,8,8,1,8,0,0,1,9,0,1,2,6,0,0,4,4,0,0,4,3,0,0,6,10,6,6,1,3,0,0,2,8,0,0,4,5,0,0,4,2,0,0,6,4,0,0,7,7,0,0,8,15,8,8,1,3,0,0,1,8,0,0,2,3,0,0,3,4,0,0,5,1,0,0,6,7,0,0,8,8,0,0,9,4,0,0,11,5,0,0,12,7,0,0,14,5,0,0,15,3,0,0,16,12,16,16,2,6,0,0,3,5,0,0,5,7,0,0,6,9,6,6,2,3,0,0,3,3,0,0,4,8,4,0,0,3,0,0,1,5,0,0,2,10,2,2,1,6,1,0,1,4,1,0,2,6,2,2,50,52,12,16,61,25,66,7,0.378787879,3.571428571
28, ,5,9,5,5,1,5,0,0,1,7,0,0,2,13,2,2,2,7,0,0,3,2,0,0,5,4,0,0,7,10,7,7,0,6,0,0,1,5,0,0,2,9,0,2,3,8,0,0,5,3,0,0,6,4,0,0,8,6,0,0,9,7,0,0,11,5,0,0,13,8,0,0,15,4,0,0,17,4,0,0,19,12,19,19,3,9,3,3,1,4,0,0,1,5,0,0,2,1,0,0,3,4,0,0,5,7,0,0,6,5,0,0,8,11,8,8,1,8,0,0,1,9,1,1,1,6,0,0,3,4,0,0,3,3,0,0,5,10,5,5,1,3,0,0,2,8,0,0,4,5,0,0,4,2,0,0,6,4,0,0,7,7,0,0,8,15,8,8,1,3,0,0,1,8,0,0,2,3,0,0,3,4,0,0,5,1,0,0,6,7,0,0,8,8,0,0,9,4,0,0,11,5,0,0,12,7,0,0,14,5,0,0,15,3,0,0,16,12,16,16,2,6,0,0,3,5,0,0,5,7,0,0,6,9,6,6,2,3,0,0,3,3,0,0,4,8,0,0,4,3,0,0,5,5,5,0,1,10,1,1,1,6,1,0,1,4,1,0,2,6,2,2,51,52,13,16,64,9,67,4,0.134328358,2.25
30, ,5,9,3,5,3,5,3,0,0,7,0,0,0,13,0,0,2,7,1,0,2,2,0,0,4,4,0,0,6,10,6,6,0,6,0,0,1,5,0,0,2,9,2,2,1,8,1,0,2,3,0,0,3,4,0,0,5,6,0,0,6,7,0,0,8,5,0,0,10,8,0,0,12,4,0,0,14,4,0,0,16,12,14,16,3,9,1,3,3,4,0,0,3,5,0,0,4,1,0,0,5,4,0,0,7,7,0,0,8,5,0,0,10,11,10,10,1,8,0,0,1,9,0,1,2,6,0,0,4,4,0,0,4,3,0,0,6,10,6,6,1,3,0,0,2,8,0,0,4,5,0,0,4,2,0,0,6,4,0,0,7,7,0,0,8,15,8,8,1,3,0,0,1,8,0,0,2,3,0,0,3,4,0,0,5,1,0,0,6,7,0,0,8,8,0,0,9,4,0,0,11,5,0,0,12,7,0,0,14,5,0,0,15,3,0,0,16,12,16,16,2,6,0,0,3,5,0,0,5,7,0,0,6,9,6,6,2,3,0,0,3,3,0,0,4,8,4,0,0,3,0,0,1,5,0,0,2,10,2,2,1,6,0,0,2,4,0,0,4,6,4,4,51,52,12,16,60,16,64,8,0.25,2
29, ,5,9,4,5,2,5,0,0,2,7,1,0,2,13,2,2,2,7,0,0,3,2,0,0,5,4,0,0,7,10,5,7,2,6,0,0,3,5,0,0,4,9,2,4,3,8,0,0,5,3,0,0,6,4,0,0,8,6,0,0,9,7,0,0,11,5,0,0,13,8,0,0,15,4,0,0,17,4,0,0,19,12,19,19,3,9,1,3,3,4,0,0,3,5,0,0,4,1,0,0,5,4,0,0,7,7,0,0,8,5,0,0,10,11,10,10,1,8,0,0,1,9,0,1,2,6,0,0,4,4,0,0,4,3,0,0,6,10,6,6,1,3,0,0,2,8,0,0,4,5,0,0,4,2,0,0,6,4,0,0,7,7,0,0,8,15,8,8,1,3,0,0,1,8,0,0,2,3,0,0,3,4,0,0,5,1,0,0,6,7,0,0,8,8,8,0,1,4,0,0,3,5,0,0,4,7,4,0,2,5,0,0,3,3,0,0,4,12,4,4,2,6,0,0,3,5,0,0,5,7,0,0,6,9,6,6,2,3,0,0,3,3,0,0,4,8,4,0,0,3,0,0,1,5,0,0,2,10,2,2,1,6,0,0,2,4,0,0,4,6,4,4,50,51,13,17,59,25,67,9,0.373134328,2.777777778
31, ,5,9,3,0,3,5,0,0,3,7,2,0,2,13,2,2,2,7,0,0,3,2,0,0,5,4,0,0,7,10,0,0,7,6,0,0,8,5,0,0,9,9,2,0,8,8,2,0,8,3,0,0,9,4,0,0,11,6,0,0,12,7,0,0,14,5,0,0,16,8,2,0,16,4,0,0,18,4,0,0,20,12,8,0,13,9,2,0,12,4,0,0,12,5,0,0,13,1,0,0,14,4,0,0,16,7,0,0,17,5,0,0,19,11,6,0,14,8,2,0,12,9,2,0,11,6,0,0,13,4,0,0,13,3,0,0,15,10,5,0,11,3,0,0,12,8,0,0,14,5,0,0,14,2,0,0,16,4,0,0,17,7,0,0,18,15,15,18,4,3,0,0,4,8,0,0,5,3,0,0,6,4,0,0,8,1,0,0,9,7,0,0,11,8,0,0,12,4,0,0,14,5,0,0,15,7,0,0,17,5,0,0,18,3,0,0,19,12,10,19,11,6,0,0,12,5,0,0,14,7,0,0,15,9,5,0,12,3,0,0,13,3,0,0,14,8,5,0,9,3,0,0,10,5,0,0,11,10,10,11,2,6,0,0,3,4,0,0,5,6,5,5,50,50,5,18,52,59,68,16,0.867647059,3.6875
32, ,5,9,3,5,3,5,3,0,0,7,0,0,1,13,0,1,3,7,0,0,4,2,4,0,2,4,2,0,2,10,0,2,2,6,0,0,3,5,0,0,4,9,0,4,5,8,0,0,7,3,0,0,8,4,0,0,10,6,2,0,9,7,0,0,11,5,0,0,13,8,0,0,15,4,0,0,17,4,0,0,19,12,19,19,3,9,0,3,4,4,0,0,4,5,0,0,5,1,0,0,6,4,0,0,8,7,0,0,9,5,0,0,11,11,11,11,1,8,0,0,1,9,1,1,1,6,0,0,3,4,0,0,3,3,0,0,5,10,5,5,1,3,0,0,2,8,0,0,4,5,0,0,4,2,0,0,6,4,0,0,7,7,0,0,8,15,8,8,1,3,0,0,1,8,0,0,2,3,0,0,3,4,0,0,5,1,0,0,6,7,0,0,8,8,0,0,9,4,0,0,11,5,0,0,12,7,0,0,14,5,0,0,15,3,0,0,16,12,16,16,2,6,0,0,3,5,0,0,5,7,5,0,1,9,1,1,2,3,0,0,3,3,0,0,4,8,4,0,0,3,0,0,1,5,1,0,1,10,1,1,1,6,1,0,1,4,1,0,2,6,2,2,45,49,10,19,54,35,66,14,0.53030303,2.5
33, ,5,9,5,5,1,5,0,0,1,7,0,0,2,13,2,2,2,7,0,0,3,2,0,0,5,4,0,0,7,10,7,7,0,6,0,0,1,5,0,0,2,9,1,2,2,8,2,2,2,3,0,0,3,4,0,0,5,6,0,0,6,7,0,0,8,5,0,0,10,8,10,10,2,4,0,0,4,4,0,0,6,12,6,6,3,9,3,3,1,4,0,0,1,5,0,0,2,1,0,0,3,4,0,0,5,7,0,0,6,5,0,0,8,11,8,8,1,8,1,1,0,9,0,0,1,6,0,0,3,4,0,0,3,3,0,0,5,10,5,5,1,3,0,0,2,8,2,2,2,5,0,0,2,2,0,0,4,4,0,0,5,7,0,0,6,15,6,6,1,3,0,0,1,8,1,1,1,3,0,0,2,4,0,0,4,1,0,0,5,7,0,0,7,8,7,7,1,4,0,0,3,5,0,0,4,7,0,0,6,5,0,0,7,3,0,0,8,12,0,8,10,6,0,0,11,5,0,0,13,7,5,0,9,9,9,9,2,3,0,0,3,3,0,0,4,8,4,4,0,3,0,0,1,5,0,0,2,10,2,2,1,6,0,0,2,4,0,0,4,6,4,4,47,48,19,20,65,14,65,3,0.215384615,4.666666667
34, ,5,9,4,0,2,5,0,0,2,7,2,0,1,13,1,1,2,7,0,0,3,2,0,0,5,4,0,0,7,10,7,7,0,6,0,0,1,5,0,0,2,9,0,0,3,8,0,0,5,3,0,0,6,4,0,0,8,6,0,0,9,7,2,0,9,5,0,0,11,8,0,0,13,4,0,0,15,4,0,0,17,12,17,17,3,9,0,0,4,4,0,0,4,5,0,0,5,1,0,0,6,4,0,0,8,7,8,0,1,5,0,0,3,11,3,3,1,8,1,0,0,9,0,0,1,6,0,0,3,4,0,0,3,3,0,0,5,10,5,5,1,3,0,0,2,8,2,0,2,5,0,0,2,2,0,0,4,4,0,0,5,7,5,0,1,15,1,1,1,3,0,0,1,8,1,0,1,3,0,0,2,4,0,0,4,1,0,0,5,7,3,0,4,8,2,0,3,4,0,0,5,5,0,0,6,7,2,0,6,5,0,0,7,3,0,0,8,12,4,8,6,6,0,0,7,5,0,0,9,7,0,0,10,9,0,0,12,3,0,0,13,3,0,0,14,8,7,0,7,3,0,0,8,5,0,0,9,10,9,9,1,6,0,0,2,4,0,0,4,6,4,4,47,47,9,21,55,43,66,13,0.651515152,3.307692308
35, ,5,9,0,0,6,5,0,0,6,7,0,0,7,13,0,0,9,7,2,0,8,2,0,0,10,4,2,0,10,10,2,0,8,6,0,0,9,5,0,0,10,9,2,0,9,8,3,0,8,3,0,0,9,4,0,0,11,6,0,0,12,7,0,0,14,5,0,0,16,8,2,0,16,4,0,0,18,4,0,0,20,12,5,0,16,9,0,0,17,4,0,0,17,5,0,0,18,1,0,0,19,4,0,0,21,7,2,0,20,5,0,0,22,11,5,0,18,8,0,0,18,9,0,0,19,6,0,0,21,4,0,0,21,3,0,0,23,10,5,0,19,3,0,0,20,8,0,0,22,5,0,0,22,2,0,0,24,4,0,0,25,7,0,0,26,15,5,26,22,3,0,0,22,8,0,0,23,3,0,0,24,4,0,0,26,1,0,0,27,7,0,0,29,8,2,0,28,4,0,0,30,5,4,0,27,7,2,0,27,5,1,0,27,3,0,0,28,12,18,28,12,6,0,0,13,5,0,0,15,7,4,0,12,9,5,0,9,3,0,0,10,3,0,0,11,8,4,0,7,3,0,0,8,5,0,0,9,10,9,9,1,6,0,0,2,4,0,0,4,6,4,4,47,47,4,21,49,83,68,19,1.220588235,4.368421053
36, ,5,9,2,0,4,5,1,0,3,7,1,0,3,13,2,3,3,7,1,0,3,2,0,0,5,4,0,0,7,10,6,7,1,6,0,0,2,5,0,0,3,9,0,0,4,8,0,0,6,3,0,0,7,4,0,0,9,6,0,0,10,7,0,0,12,5,0,0,14,8,0,0,16,4,0,0,18,4,0,0,20,12,17,20,4,9,2,0,3,4,0,0,3,5,0,0,4,1,0,0,5,4,0,0,7,7,1,0,7,5,0,0,9,11,8,9,2,8,2,0,0,9,0,0,1,6,0,0,3,4,0,0,3,3,0,0,5,10,5,5,1,3,0,0,2,8,2,0,2,5,0,0,2,2,0,0,4,4,0,0,5,7,0,0,6,15,6,6,1,3,0,0,1,8,1,0,1,3,0,0,2,4,0,0,4,1,0,0,5,7,0,0,7,8,0,0,8,4,0,0,10,5,0,0,11,7,1,0,12,5,0,0,13,3,0,0,14,12,14,14,2,6,0,0,3,5,0,0,5,7,0,0,6,9,6,0,2,3,0,0,3,3,0,0,4,8,0,0,4,3,0,0,5,5,0,0,6,10,6,6,1,6,1,0,1,4,1,0,2,6,2,2,46,46,9,22,51,28,67,17,0.417910448,1.647058824
