Subject,Day,Stored68,Price68,Sold68,Predicted68,Stored67,Price67,Sold67,Predicted67,Stored66,Price66,Sold66,Predicted66,Stored65,Price65,Sold65,Predicted65,Stored64,Price64,Sold64,Predicted64,Stored63,Price63,Sold63,Predicted63,Stored62,Price62,Sold62,Predicted62,Stored61,Price61,Sold61,Predicted61,Stored60,Price60,Sold60,Predicted60,Stored59,Price59,Sold59,Predicted59,Stored58,Price58,Sold58,Predicted58,Stored57,Price57,Sold57,Predicted57,Stored56,Price56,Sold56,Predicted56,Stored55,Price55,Sold55,Predicted55,Stored54,Price54,Sold54,Predicted54,Stored53,Price53,Sold53,Predicted53,Stored52,Price52,Sold52,Predicted52,Stored51,Price51,Sold51,Predicted51,Stored50,Price50,Sold50,Predicted50,Stored49,Price49,Sold49,Predicted49,Stored48,Price48,Sold48,Predicted48,Stored47,Price47,Sold47,Predicted47,Stored46,Price46,Sold46,Predicted46,Stored45,Price45,Sold45,Predicted45,Stored44,Price44,Sold44,Predicted44,Stored43,Price43,Sold43,Predicted43,Stored42,Price42,Sold42,Predicted42,Stored41,Price41,Sold41,Predicted41,Stored40,Price40,Sold40,Predicted40,Stored39,Price39,Sold39,Predicted39,Stored38,Price38,Sold38,Predicted38,Stored37,Price37,Sold37,Predicted37,Stored36,Price36,Sold36,Predicted36,Stored35,Price35,Sold35,Predicted35,Stored34,Price34,Sold34,Predicted34,Stored33,Price33,Sold33,Predicted33,Stored32,Price32,Sold32,Predicted32,Stored31,Price31,Sold31,Predicted31,Stored30,Price30,Sold30,Predicted30,Stored29,Price29,Sold29,Predicted29,Stored28,Price28,Sold28,Predicted28,Stored27,Price27,Sold27,Predicted27,Stored26,Price26,Sold26,Predicted26,Stored25,Price25,Sold25,Predicted25,Stored24,Price24,Sold24,Predicted24,Stored23,Price23,Sold23,Predicted23,Stored22,Price22,Sold22,Predicted22,Stored21,Price21,Sold21,Predicted21,Stored20,Price20,Sold20,Predicted20,Stored19,Price19,Sold19,Predicted19,Stored18,Price18,Sold18,Predicted18,Stored17,Price17,Sold17,Predicted17,Stored16,Price16,Sold16,Predicted16,Stored15,Price15,Sold15,Predicted15,Stored14,Price14,Sold14,Predicted14,Stored13,Price13,Sold13,Predicted13,Stored12,Price12,Sold12,Predicted12,Stored11,Price11,Sold11,Predicted11,Stored10,Price10,Sold10,Predicted10,Stored9,Price9,Sold9,Predicted9,Stored8,Price8,Sold8,Predicted8,Stored7,Price7,Sold7,Predicted7,Stored6,Price6,Sold6,Predicted6,Stored5,Price5,Sold5,Predicted5,Stored4,Price4,Sold4,Predicted4,Stored3,Price3,Sold3,Predicted3,Stored2,Price2,Sold2,Predicted2,Stored1,Price1,Sold1,Predicted1,OEHold,OHold,OESold,OSold,MSold,Diff,Tot,Tot0,MDev,MDev0
37, ,5,9,0,0,6,5,0,0,6,7,0,0,7,13,2,0,7,7,0,0,8,2,0,0,10,4,0,0,12,10,3,0,9,6,0,0,10,5,0,0,11,9,3,0,9,8,0,0,11,3,0,0,12,4,0,0,14,6,0,0,15,7,0,0,17,5,0,0,19,8,5,0,16,4,0,0,18,4,0,0,20,12,7,0,14,9,3,0,12,4,0,0,12,5,0,0,13,1,0,0,14,4,0,0,16,7,4,0,13,5,0,0,15,11,5,0,11,8,3,0,8,9,2,0,7,6,0,0,9,4,0,0,9,3,0,0,11,10,5,0,7,3,0,0,8,8,0,0,10,5,0,0,10,2,0,0,12,4,0,0,13,7,4,0,10,15,8,10,3,3,0,0,3,8,1,0,3,3,0,0,4,4,0,0,6,1,0,0,7,7,0,0,9,8,3,0,7,4,0,0,9,5,0,0,10,7,3,0,9,5,0,0,10,3,0,0,11,12,4,11,9,6,0,0,10,5,0,0,12,7,4,0,9,9,4,0,7,3,0,0,8,3,0,0,9,8,2,0,7,3,0,0,8,5,0,0,9,10,4,9,6,6,2,0,5,4,0,0,7,6,7,7,45,45,4,23,46,79,68,22,1.161764706,3.590909091
38, ,5,9,0,0,6,5,0,0,6,7,0,0,7,13,5,7,4,7,2,0,3,2,0,0,5,4,0,0,7,10,6,7,1,6,0,0,2,5,0,0,3,9,2,0,2,8,1,0,3,3,0,0,4,4,0,0,6,6,0,0,7,7,0,0,9,5,0,0,11,8,3,0,10,4,0,0,12,4,0,0,14,12,10,14,5,9,3,0,3,4,0,0,3,5,0,0,4,1,0,0,5,4,0,0,7,7,2,0,6,5,0,0,8,11,8,8,1,8,1,0,0,9,0,0,1,6,0,0,3,4,0,0,3,3,0,0,5,10,5,5,1,3,0,0,2,8,2,0,2,5,0,0,2,2,0,0,4,4,0,0,5,7,0,0,6,15,6,6,1,3,0,0,1,8,0,0,2,3,0,0,3,4,0,0,5,1,0,0,6,7,2,0,6,8,2,0,5,4,0,0,7,5,0,0,8,7,1,0,9,5,0,0,10,3,0,0,11,12,11,11,2,6,0,0,3,5,0,0,5,7,0,0,6,9,3,0,5,3,0,0,6,3,0,0,7,8,4,0,3,3,0,0,4,5,0,0,5,10,5,5,1,6,1,0,1,4,0,0,3,6,3,3,45,45,9,23,51,36,67,17,0.537313433,2.117647059
39, ,5,9,3,0,3,5,0,0,3,7,0,0,4,13,3,4,3,7,1,0,3,2,0,0,5,4,0,0,7,10,3,0,4,6,0,0,5,5,0,0,6,9,2,0,5,8,2,0,5,3,0,0,6,4,0,0,8,6,0,0,9,7,1,0,10,5,0,0,12,8,0,0,14,4,0,0,16,4,0,0,18,12,14,18,5,9,1,0,5,4,0,0,5,5,0,0,6,1,0,0,7,4,0,0,9,7,0,0,10,5,0,0,12,11,5,0,8,8,1,0,7,9,2,0,6,6,0,0,8,4,0,0,8,3,0,0,10,10,5,0,6,3,0,0,7,8,1,0,8,5,0,0,8,2,0,0,10,4,0,0,11,7,1,0,11,15,11,11,1,3,0,0,1,8,0,0,2,3,0,0,3,4,0,0,5,1,0,0,6,7,0,0,8,8,1,0,8,4,0,0,10,5,0,0,11,7,0,0,13,5,0,0,14,3,0,0,15,12,15,15,2,6,0,0,3,5,0,0,5,7,1,0,5,9,2,0,5,3,0,0,6,3,0,0,7,8,2,0,5,3,0,0,6,5,0,0,7,10,7,7,1,6,0,0,2,4,0,0,4,6,4,4,45,45,6,23,49,39,68,19,0.573529412,2.052631579
40, ,5,9,0,0,6,5,0,0,6,7,0,0,7,13,4,7,5,7,0,0,6,2,0,0,8,4,0,0,10,10,3,0,7,6,0,0,8,5,0,0,9,9,2,0,8,8,2,0,8,3,0,0,9,4,0,0,11,6,0,0,12,7,2,0,12,5,0,0,14,8,4,0,12,4,0,0,14,4,0,0,16,12,6,0,11,9,2,0,10,4,0,0,10,5,0,0,11,1,0,0,12,4,0,0,14,7,3,0,12,5,2,0,12,11,5,0,8,8,0,0,8,9,2,0,7,6,0,0,9,4,0,0,9,3,0,0,11,10,3,0,9,3,0,0,10,8,2,0,10,5,0,0,10,2,0,0,12,4,0,0,13,7,2,0,12,15,5,12,8,3,0,0,8,8,0,0,9,3,0,0,10,4,0,0,12,1,0,0,13,7,2,0,13,8,2,0,12,4,0,0,14,5,0,0,15,7,2,0,15,5,0,0,16,3,0,0,17,12,5,17,14,6,0,0,15,5,0,0,17,7,2,0,16,9,0,0,18,3,0,0,19,3,0,0,20,8,2,0,18,3,0,0,19,5,0,0,20,10,4,20,17,6,0,0,18,4,0,0,20,6,4,20,44,44,5,24,44,104,68,24,1.529411765,4.333333333
41, ,5,9,0,0,6,5,0,0,6,7,2,0,5,13,2,0,5,7,0,0,6,2,0,0,8,4,3,0,7,10,3,0,4,6,0,0,5,5,0,0,6,9,0,0,7,8,2,0,7,3,0,0,8,4,3,0,7,6,0,0,8,7,3,0,7,5,0,0,9,8,2,0,9,4,0,0,11,4,0,0,13,12,5,0,9,9,1,0,9,4,0,0,9,5,0,0,10,1,0,0,11,4,3,0,10,7,2,0,9,5,0,0,11,11,4,0,8,8,0,0,8,9,2,0,7,6,0,0,9,4,0,0,9,3,0,0,11,10,5,0,7,3,0,0,8,8,0,0,10,5,0,0,10,2,0,0,12,4,0,0,13,7,0,0,14,15,6,14,9,3,0,0,9,8,0,0,10,3,0,0,11,4,0,0,13,1,0,0,14,7,0,0,16,8,2,0,15,4,0,0,17,5,2,0,16,7,5,0,13,5,0,0,14,3,4,0,11,12,7,11,6,6,0,0,7,5,0,0,9,7,0,0,10,9,5,0,7,3,0,0,8,3,0,0,9,8,0,0,9,3,0,0,10,5,0,0,11,10,9,11,3,6,1,0,3,4,0,0,5,6,5,5,43,43,4,25,44,75,68,24,1.102941176,3.125
42, ,5,9,0,0,6,5,1,0,5,7,0,0,6,13,2,0,6,7,0,0,7,2,0,0,9,4,1,0,10,10,1,0,9,6,1,0,9,5,2,0,8,9,2,0,7,8,1,0,8,3,1,0,8,4,2,0,8,6,2,0,7,7,0,0,9,5,1,0,10,8,2,0,10,4,2,0,10,4,0,0,12,12,4,0,9,9,0,0,10,4,0,0,10,5,0,0,11,1,0,0,12,4,0,0,14,7,0,0,15,5,0,0,17,11,4,0,14,8,0,0,14,9,3,0,12,6,0,0,14,4,0,0,14,3,0,0,16,10,5,0,12,3,0,0,13,8,0,0,15,5,0,0,15,2,0,0,17,4,0,0,18,7,0,0,19,15,16,19,4,3,0,0,4,8,0,0,5,3,0,0,6,4,0,0,8,1,0,0,9,7,0,0,11,8,0,0,12,4,2,0,12,5,0,0,13,7,0,0,15,5,0,0,16,3,0,0,17,12,15,17,4,6,0,0,5,5,0,0,7,7,0,0,8,9,6,0,4,3,0,0,5,3,0,0,6,8,4,0,2,3,0,0,3,5,0,0,4,10,3,4,2,6,0,0,3,4,0,0,5,6,5,5,43,43,4,25,44,55,68,24,0.808823529,2.291666667
43, ,5,9,2,5,4,5,1,0,3,7,1,0,3,13,1,3,4,7,1,0,4,2,0,0,6,4,0,0,8,10,5,8,3,6,0,0,4,5,0,0,5,9,0,5,6,8,0,6,8,3,0,0,9,4,0,0,11,6,0,0,12,7,0,0,14,5,0,0,16,8,1,16,17,4,0,0,19,4,0,0,21,12,15,21,7,9,1,7,7,4,0,0,7,5,0,0,8,1,0,0,9,4,0,0,11,7,2,0,10,5,0,0,12,11,12,12,1,8,1,1,0,9,0,0,1,6,0,0,3,4,0,0,3,3,0,0,5,10,5,5,1,3,0,0,2,8,2,2,2,5,0,0,2,2,0,0,4,4,0,0,5,7,3,0,3,15,3,3,1,3,0,0,1,8,1,1,1,3,0,0,2,4,0,0,4,1,0,0,5,7,5,0,2,8,1,2,2,4,0,0,4,5,0,0,5,7,0,0,7,5,0,0,8,3,0,0,9,12,9,9,2,6,0,0,3,5,0,0,5,7,0,0,6,9,6,6,2,3,0,0,3,3,0,0,4,8,4,4,0,3,0,0,1,5,0,0,2,10,2,2,1,6,1,0,1,4,1,0,2,6,2,2,40,42,18,26,51,62,66,17,0.939393939,3.647058824
44, ,5,9,2,5,4,5,0,0,4,7,2,0,3,13,3,3,2,7,1,0,2,2,0,0,4,4,0,0,6,10,3,6,3,6,0,0,4,5,1,0,4,9,3,4,2,8,1,2,3,3,0,0,4,4,0,0,6,6,0,0,7,7,1,0,8,5,0,0,10,8,1,10,11,4,0,0,13,4,0,0,15,12,15,15,3,9,1,3,3,4,0,0,3,5,0,0,4,1,0,0,5,4,0,0,7,7,0,0,8,5,0,0,10,11,10,10,1,8,1,1,0,9,0,0,1,6,0,0,3,4,0,0,3,3,0,0,5,10,5,5,1,3,0,0,2,8,2,2,2,5,0,0,2,2,0,0,4,4,0,0,5,7,0,0,6,15,6,6,1,3,0,0,1,8,1,1,1,3,0,0,2,4,0,0,4,1,0,0,5,7,0,0,7,8,5,7,3,4,0,0,5,5,0,0,6,7,3,0,5,5,0,0,6,3,0,0,7,12,7,7,2,6,0,0,3,5,0,0,5,7,4,0,2,9,2,2,2,3,0,0,3,3,0,0,4,8,4,4,0,3,0,0,1,5,0,0,2,10,2,2,1,6,0,0,2,4,0,0,4,6,4,4,42,42,20,26,55,33,66,13,0.5,2.538461538
45, ,5,9,1,5,5,5,2,0,3,7,1,0,3,13,2,3,3,7,1,0,3,2,0,0,5,4,0,0,7,10,5,7,2,6,0,0,3,5,0,0,4,9,1,4,4,8,1,4,5,3,0,0,6,4,0,0,8,6,0,0,9,7,0,0,11,5,0,0,13,8,0,13,15,4,0,0,17,4,0,0,19,12,16,19,4,9,1,4,4,4,0,0,4,5,0,0,5,1,0,0,6,4,0,0,8,7,2,0,7,5,0,0,9,11,8,9,2,8,2,2,0,9,0,0,1,6,0,0,3,4,0,0,3,3,0,0,5,10,5,5,1,3,0,0,2,8,2,2,2,5,0,0,2,2,0,0,4,4,0,0,5,7,2,0,4,15,4,4,1,3,0,0,1,8,1,1,1,3,0,0,2,4,0,0,4,1,0,0,5,7,1,0,6,8,1,6,6,4,0,0,8,5,0,0,9,7,0,0,11,5,0,0,12,3,0,0,13,12,13,13,2,6,0,0,3,5,0,0,5,7,0,0,6,9,5,6,3,3,0,0,4,3,0,0,5,8,4,5,1,3,0,0,2,5,0,0,3,10,3,3,1,6,1,0,1,4,1,0,2,6,2,2,40,41,19,27,48,51,67,20,0.76119403,2.55
46, ,5,9,1,5,5,5,1,0,4,7,2,0,3,13,1,3,4,7,1,0,4,2,1,0,5,4,0,0,7,10,3,7,4,6,0,0,5,5,2,0,4,9,2,4,3,8,1,0,4,3,0,0,5,4,0,0,7,6,4,0,4,7,0,0,6,5,0,0,8,8,5,0,5,4,0,0,7,4,0,0,9,12,5,9,5,9,3,5,3,4,1,0,2,5,0,0,3,1,0,0,4,4,0,0,6,7,0,0,7,5,0,0,9,11,6,9,4,8,1,0,3,9,1,3,3,6,1,0,4,4,0,0,4,3,0,0,6,10,4,6,3,3,0,0,4,8,0,0,6,5,0,0,6,2,0,0,8,4,0,0,9,7,0,0,10,15,8,10,3,3,0,0,3,8,0,0,4,3,0,0,5,4,0,0,7,1,0,0,8,7,6,0,4,8,2,0,3,4,0,0,5,5,0,0,6,7,0,0,8,5,0,0,9,3,0,0,10,12,10,10,2,6,0,0,3,5,0,0,5,7,5,0,1,9,1,1,2,3,0,0,3,3,0,0,4,8,0,0,4,3,0,0,5,5,0,0,6,10,6,6,1,6,1,0,1,4,1,0,2,6,2,2,38,38,14,30,42,62,68,26,0.911764706,2.384615385
47, ,5,9,2,5,4,5,0,0,4,7,1,0,4,13,1,4,5,7,1,0,5,2,0,0,7,4,0,0,9,10,4,9,5,6,0,0,6,5,0,0,7,9,5,7,3,8,0,3,5,3,0,0,6,4,0,0,8,6,0,0,9,7,2,0,9,5,0,0,11,8,6,11,7,4,0,0,9,4,0,0,11,12,11,11,3,9,1,3,3,4,0,0,3,5,0,0,4,1,0,0,5,4,0,0,7,7,2,0,6,5,0,0,8,11,7,8,2,8,2,2,1,9,1,1,0,6,0,0,2,4,0,0,2,3,0,0,4,10,4,4,1,3,0,0,2,8,1,2,3,5,0,0,3,2,0,0,5,4,0,0,6,7,2,0,5,15,2,5,4,3,0,0,4,8,1,4,4,3,0,0,5,4,0,0,7,1,0,0,8,7,2,0,8,8,3,8,6,4,0,0,8,5,0,0,9,7,4,0,7,5,0,0,8,3,0,0,9,12,9,9,2,6,1,0,2,5,0,0,4,7,2,0,3,9,3,3,2,3,0,0,3,3,0,0,4,8,4,4,0,3,0,0,1,5,0,0,2,10,2,2,1,6,1,0,1,4,0,0,3,6,3,3,37,38,20,30,46,54,66,22,0.818181818,2.454545455
48, ,5,9,2,0,4,5,0,0,4,7,1,0,4,13,3,4,3,7,0,0,4,2,0,0,6,4,0,0,8,10,4,8,4,6,0,0,5,5,0,0,6,9,2,0,5,8,1,0,6,3,0,0,7,4,0,0,9,6,1,0,9,7,2,0,9,5,0,0,11,8,3,0,10,4,0,0,12,4,0,0,14,12,9,14,6,9,2,0,5,4,0,0,5,5,0,0,6,1,0,0,7,4,0,0,9,7,3,0,7,5,0,0,9,11,6,9,4,8,2,0,2,9,1,0,2,6,0,0,4,4,0,0,4,3,0,0,6,10,4,6,3,3,0,0,4,8,2,0,4,5,0,0,4,2,0,0,6,4,0,0,7,7,1,0,7,15,7,7,1,3,0,0,1,8,1,0,1,3,0,0,2,4,0,0,4,1,0,0,5,7,1,0,6,8,1,0,6,4,0,0,8,5,0,0,9,7,3,0,8,5,0,0,9,3,0,0,10,12,9,10,3,6,0,0,4,5,0,0,6,7,2,0,5,9,3,0,4,3,0,0,5,3,0,0,6,8,3,0,3,3,0,0,4,5,0,0,5,10,5,5,1,6,1,0,1,4,0,0,3,6,3,3,38,38,9,30,41,54,68,27,0.794117647,2
49, ,5,9,3,0,3,5,1,0,2,7,0,0,3,13,3,3,2,7,1,0,2,2,0,0,4,4,0,0,6,10,4,6,2,6,0,0,3,5,1,0,3,9,2,0,2,8,0,0,4,3,0,0,5,4,1,0,6,6,1,0,6,7,1,0,7,5,0,0,9,8,0,0,11,4,2,0,11,4,1,0,12,12,8,12,5,9,1,0,5,4,2,0,3,5,0,0,4,1,0,0,5,4,1,0,6,7,2,0,5,5,0,0,7,11,3,7,5,8,3,0,2,9,0,0,3,6,0,0,5,4,0,0,5,3,0,0,7,10,5,7,3,3,0,0,4,8,2,0,4,5,0,0,4,2,0,0,6,4,0,0,7,7,0,0,8,15,8,8,1,3,0,0,1,8,0,0,2,3,0,0,3,4,0,0,5,1,0,0,6,7,0,0,8,8,2,0,7,4,0,0,9,5,0,0,10,7,3,0,9,5,0,0,10,3,0,0,11,12,7,11,6,6,0,0,7,5,0,0,9,7,5,0,5,9,3,0,4,3,0,0,5,3,0,0,6,8,3,0,3,3,0,0,4,5,0,0,5,10,4,5,2,6,1,0,2,4,0,0,4,6,4,4,37,37,9,31,40,59,68,28,0.867647059,2.107142857
50, ,5,9,0,5,6,5,3,0,3,7,0,0,4,13,2,4,4,7,1,0,4,2,0,0,6,4,0,0,8,10,6,8,2,6,0,0,3,5,0,0,4,9,3,4,2,8,1,0,3,3,0,0,4,4,0,0,6,6,0,0,7,7,1,0,8,5,0,0,10,8,5,0,7,4,0,0,9,4,0,0,11,12,8,11,4,9,2,4,3,4,0,0,3,5,1,0,3,1,0,0,4,4,0,0,6,7,2,0,5,5,1,0,6,11,5,6,2,8,1,0,1,9,1,1,1,6,0,0,3,4,0,0,3,3,0,0,5,10,5,5,1,3,0,0,2,8,1,0,3,5,1,0,2,2,0,0,4,4,0,0,5,7,2,0,4,15,4,4,1,3,0,0,1,8,0,0,2,3,0,0,3,4,0,0,5,1,0,0,6,7,3,0,5,8,3,0,3,4,0,0,5,5,1,0,5,7,3,0,4,5,1,0,4,3,0,0,5,12,5,5,2,6,1,0,2,5,0,0,4,7,2,0,3,9,2,3,3,3,0,0,4,3,0,0,5,8,3,0,2,3,0,0,3,5,1,0,3,10,3,3,1,6,1,0,1,4,0,0,3,6,3,3,32,33,13,35,38,56,68,30,0.823529412,1.866666667
51, ,5,9,0,0,6,5,0,0,6,7,0,0,7,13,4,7,5,7,4,0,2,2,1,0,3,4,2,0,3,10,2,3,1,6,0,0,2,5,1,0,2,9,1,0,2,8,1,0,3,3,1,0,3,4,2,0,3,6,2,0,2,7,1,0,3,5,1,0,4,8,1,0,5,4,2,0,5,4,1,0,6,12,2,6,5,9,2,0,4,4,2,0,2,5,1,0,2,1,1,0,2,4,1,0,3,7,1,0,3,5,1,0,4,11,2,4,3,8,1,0,2,9,1,0,2,6,1,0,3,4,1,0,2,3,0,0,4,10,3,4,2,3,0,0,3,8,2,0,3,5,1,0,2,2,0,0,4,4,0,0,5,7,2,0,4,15,4,4,1,3,0,0,1,8,0,0,2,3,0,0,3,4,0,0,5,1,0,0,6,7,0,0,8,8,0,0,9,4,0,0,11,5,0,0,12,7,0,0,14,5,0,0,15,3,0,0,16,12,2,16,16,6,0,0,17,5,0,0,19,7,0,0,20,9,0,0,22,3,0,0,23,3,0,0,24,8,0,0,24,3,0,0,25,5,0,0,26,10,20,26,7,6,0,0,8,4,0,0,10,6,10,10,31,31,9,37,33,70,68,35,1.029411765,2
52, ,5,9,1,0,5,5,1,0,4,7,1,0,4,13,1,0,5,7,1,0,5,2,0,0,7,4,0,0,9,10,1,0,8,6,1,0,8,5,1,0,8,9,2,0,7,8,2,0,7,3,0,0,8,4,1,0,9,6,1,0,9,7,2,0,9,5,1,0,10,8,4,0,8,4,0,0,10,4,1,0,11,12,5,0,7,9,1,0,7,4,0,0,7,5,1,0,7,1,0,0,8,4,0,0,10,7,2,0,9,5,1,0,10,11,5,0,6,8,1,0,5,9,0,0,6,6,0,0,8,4,0,0,8,3,0,0,10,10,3,0,8,3,0,0,9,8,1,0,10,5,1,0,9,2,0,0,11,4,0,0,12,7,2,0,11,15,11,11,1,3,0,0,1,8,0,0,2,3,0,0,3,4,0,0,5,1,0,0,6,7,2,0,6,8,2,0,5,4,0,0,7,5,1,0,7,7,1,0,8,5,0,0,9,3,0,0,10,12,8,10,4,6,0,0,5,5,0,0,7,7,0,0,8,9,2,0,8,3,0,0,9,3,0,0,10,8,2,0,8,3,0,0,9,5,2,0,8,10,6,8,3,6,0,0,4,4,0,0,6,6,6,6,30,30,4,38,32,61,68,36,0.897058824,1.694444444
53, ,5,9,0,0,6,5,0,0,6,7,0,0,7,13,7,7,2,7,1,0,2,2,0,0,4,4,4,0,2,10,0,0,2,6,0,0,3,5,2,0,2,9,1,0,2,8,0,0,4,3,1,0,4,4,2,0,4,6,0,0,5,7,1,0,6,5,4,0,4,8,2,0,4,4,1,0,5,4,3,0,4,12,1,0,4,9,1,0,4,4,3,0,1,5,0,0,2,1,0,0,3,4,0,0,5,7,3,0,3,5,1,0,4,11,3,0,2,8,0,0,2,9,1,0,2,6,0,0,4,4,3,0,1,3,0,0,3,10,1,0,3,3,2,0,2,8,0,0,4,5,3,0,1,2,0,0,3,4,0,0,4,7,1,0,4,15,1,4,4,3,0,0,4,8,0,0,5,3,0,0,6,4,0,0,8,1,0,0,9,7,4,0,7,8,5,0,3,4,0,0,5,5,4,0,2,7,0,0,4,5,1,0,4,3,0,0,5,12,4,5,3,6,0,0,4,5,2,0,4,7,3,0,2,9,1,0,3,3,0,0,4,3,0,0,5,8,4,0,1,3,0,0,2,5,1,0,2,10,2,2,1,6,1,0,1,4,0,0,3,6,3,3,30,30,5,38,33,75,68,35,1.102941176,2.142857143
54, ,5,9,0,0,6,5,2,0,4,7,0,0,5,13,5,5,2,7,0,0,3,2,1,0,4,4,2,0,4,10,0,0,4,6,2,0,3,5,3,0,1,9,0,0,2,8,0,0,4,3,2,0,3,4,3,0,2,6,2,0,1,7,1,0,2,5,0,0,4,8,0,0,6,4,4,0,4,4,0,0,6,12,0,0,7,9,0,0,8,4,4,0,4,5,2,0,3,1,3,0,1,4,0,0,3,7,3,0,1,5,0,0,3,11,0,0,4,8,0,0,4,9,0,0,5,6,2,0,5,4,5,0,0,3,0,0,2,10,0,0,3,3,3,0,1,8,0,0,3,5,1,0,2,2,2,0,2,4,0,0,3,7,0,0,4,15,2,4,3,3,3,0,0,8,0,0,1,3,0,0,2,4,2,0,2,1,2,0,1,7,0,0,3,8,0,0,4,4,4,0,2,5,0,0,3,7,3,0,2,5,2,0,1,3,1,0,1,12,1,1,2,6,2,0,1,5,1,0,2,7,2,0,1,9,0,0,3,3,3,0,1,3,1,0,1,8,0,0,1,3,1,0,1,5,1,0,1,10,1,1,1,6,1,0,1,4,1,0,2,6,2,2,28,28,5,40,32,79,66,36,1.196969697,2.194444444
55, ,5,9,2,0,4,5,1,0,3,7,1,0,3,13,0,0,5,7,1,0,5,2,0,0,7,4,0,0,9,10,1,0,8,6,1,0,8,5,1,0,8,9,1,0,8,8,1,0,9,3,1,0,9,4,0,0,11,6,1,0,11,7,2,0,11,5,0,0,13,8,1,0,14,4,0,0,16,4,0,0,18,12,5,0,14,9,2,0,13,4,0,0,13,5,1,0,13,1,0,0,14,4,1,0,15,7,1,0,15,5,0,0,17,11,5,0,13,8,1,0,12,9,1,0,12,6,1,0,13,4,1,0,12,3,0,0,14,10,4,0,11,3,0,0,12,8,1,0,13,5,1,0,12,2,0,0,14,4,0,0,15,7,1,0,15,15,6,15,10,3,0,0,10,8,1,0,10,3,0,0,11,4,0,0,13,1,0,0,14,7,1,0,15,8,1,0,15,4,1,0,16,5,0,0,17,7,1,0,18,5,0,0,19,3,0,0,20,12,5,20,17,6,1,0,17,5,1,0,18,7,4,0,15,9,2,0,15,3,0,0,16,3,0,0,17,8,3,0,14,3,0,0,15,5,2,0,14,10,5,14,10,6,0,0,11,4,1,0,12,6,12,12,25,25,4,43,26,93,68,42,1.367647059,2.214285714
56, ,5,9,2,5,4,5,1,0,3,7,1,0,3,13,3,3,2,7,0,0,3,2,0,0,5,4,0,0,7,10,3,7,4,6,0,0,5,5,1,0,5,9,2,5,4,8,2,4,4,3,1,0,4,4,1,0,5,6,1,0,5,7,2,0,5,5,1,0,6,8,2,6,6,4,1,0,7,4,1,0,8,12,4,8,5,9,2,5,4,4,1,0,3,5,1,0,3,1,0,0,4,4,1,0,5,7,2,0,4,5,1,0,5,11,3,5,3,8,2,3,1,9,1,1,1,6,1,0,2,4,1,0,1,3,0,0,3,10,2,3,2,3,0,0,3,8,2,3,3,5,1,0,2,2,0,0,4,4,1,0,4,7,1,0,4,15,4,4,1,3,0,0,1,8,1,1,1,3,0,0,2,4,0,0,4,1,0,0,5,7,0,0,7,8,2,7,6,4,1,0,7,5,1,0,7,7,2,0,7,5,0,0,8,3,0,0,9,12,5,9,6,6,1,0,6,5,1,0,7,7,2,0,6,9,4,6,4,3,0,0,5,3,0,0,6,8,2,6,4,3,0,0,5,5,2,0,4,10,3,4,2,6,2,0,1,4,1,0,2,6,2,2,18,18,21,50,23,79,68,45,1.161764706,1.755555556
57, ,5,9,1,5,5,5,0,0,5,7,1,5,5,13,4,5,3,7,2,3,2,2,0,0,4,4,1,0,5,10,3,5,2,6,1,2,2,5,1,0,2,9,1,2,2,8,1,2,3,3,0,0,4,4,1,0,5,6,1,5,5,7,2,5,5,5,1,0,6,8,3,6,5,4,2,0,5,4,1,0,6,12,3,6,4,9,2,4,3,4,1,0,2,5,1,0,2,1,0,0,3,4,1,0,4,7,2,4,3,5,1,0,4,11,3,4,2,8,1,2,1,9,1,1,1,6,0,1,3,4,1,0,2,3,0,0,4,10,3,4,2,3,0,0,3,8,2,3,3,5,1,0,2,2,0,0,4,4,1,0,4,7,2,4,3,15,3,3,1,3,1,0,0,8,0,0,1,3,0,0,2,4,1,0,3,1,0,0,4,7,2,4,4,8,3,4,2,4,1,0,3,5,2,0,2,7,2,2,2,5,1,0,2,3,1,0,2,12,2,2,2,6,2,2,1,5,1,0,2,7,2,2,1,9,1,1,2,3,2,0,1,3,1,0,1,8,1,1,0,3,0,0,1,5,1,0,1,10,1,1,1,6,1,1,1,4,1,0,2,6,2,2,11,12,32,56,22,69,66,46,1.045454545,1.5
